Track,日本語,English
HF_143_So_these_a.wav,だから、これらはO1モデルの隠された部分にあると想定せざるを得ない考えのいくつかだ。 ,So these are some of the thoughts that I just have to assume are on the hidden part of the O1 model. 
HF_144_They_sort_.wav,彼らは、以前のモデルであるGPT-40にクロスワードパズルを解かせた場合と、O1に解かせた場合の違いを並べて比較したような感じでした。 ,"They sort of gave side by side comparison of what happens when you ask the previous model GPT-40 to answer a crossword puzzle, and what happens when you ask O1 to solve it. "
HF_145_So_an_hour.wav,1時間と1年ではかなりの時間節約になります。たとえ反応を生成するのに少し時間がかかってもです。他にも制限があることは言っておくべきですね。 ,"So an hour versus about a year is a pretty big time savings, even if it does take a little while to generate the response. Some other limitations, we should say."
HF_146_We_feed_mo.wav,私たちは、より多くのデータと計算資源を投入し、それによって時間と共に、GPT-2から3、そして4へと進化し、その過程で彼らはより賢くなっていきます。 ,"We feed more data and more compute into them, and then over time, we get from GPT-2 to 3 to 4, and they get smarter along the way. "
HF_147_I_m_in_ful.wav,私は、今夜すっかりホリデームードです。昨夜はあなたと一緒にホリデーパーティーに参加する機会もありましたね。,I’m in full holiday cheer this evening. I had a chance to go to a holiday party with you last night even.
HF_148_It_s_a_tim.wav,この時期は武器を置き、共通点を見つけようとしながら、来年に向けて注目度の高いインタビューを手に入れるための策を練る時間でもありますね,"It’s a time where we lay down our arms, and we try to find common ground and scheme to get high profile interviews in the coming year."
HF_149_As_it_seem.wav,先週の派手なAIデモの後、ようやく物事が落ち着き始めたように思えたけれど、…,"As it seemed like things were starting to settle after some wild A.I. demos last week,.."
HF_150_I_ve_been_.wav,私は一挙手一投足にすっかり夢中になっているよ, I’ve been totally obsessed with every twist and turn.
HF_151_we_talked_.wav,私たちは、ここでOpenAIが発表した新しいGPT-4oモデルについて話したけれど、一番印象的だったのはそのとてもフレンドリーな音声アシスタントだったね。,"we talked here about the announcement from OpenAI about their new GPT-4o model, which was most striking for this very flirty voice assistant."
HF_152_She_really.wav,彼女は本当にしっかりとしたストーリーを語っていて、それを一緒に振り返るべきだと思うよ。,"She really lays out quite a narrative, which I think we should walk through."
HF_153_This_reall.wav,これは私を逡巡させた。,This really threw me for a loop.
HF_154_I_look_for.wav,透明性のある形での解決を望む。,I look forward to resolution in the form of transparency.
HF_155_There_are_.wav,まだどうしても腑に落ちない点が2つある,There are still two things that aren't quite adding up for me.
HF_156_But_even_s.wav,でも、法的な問題はひとまず置いておいてさ、ケビン。これが世間のイメージにどう影響するかについて、君の考えを聞きたいんだよね。,"But even setting aside the legality of it, Kevin, I’m curious to get your thought on what this does for public perception. "
HF_157_The_reason.wav,"私がこれがスカーレット・ヨハンソンの件よりも実は大きな問題だと思う理由は、注目をそれほど集めていないにもかかわらず、OpenAIが今、人材争奪戦の最中だからだ。




","The reason I think this is actually a bigger deal than the Scarlett Johansson thing, despite it not getting nearly as much attention, is because OpenAI is in a talent war. "
HF_158_There_was_.wav,今週、GPT-4oモデルが発表された日に、第三者機関の推定によると、OpenAIの収益が20％以上急増したという報道がありました,"There was reporting this week that on the day that the GPT-4o model was announced, OpenAI’s revenue shot at more than 20 percent, according to third party estimates."
HF_159_I_think_th.wav,今週感じていたことを正しく表現するなら、「雰囲気の変化（vibe shift）」ってところかな。,I think the correct way to phrase what I’ve been feeling this week would be vibe shift.
HF_160_and_that_.wav,そして、そこで僕は話の筋を見失っちゃった。, …and that’s where I’ve lost the plot.
HF_161_I_have_an_.wav,エアマットレスを使ってるから、常に全体に空気が通ってる。,"I have an air mattress, so it’s blowing air through the whole thing all the time."
HF_162_When_it_ca.wav,最終的に、自分が選ばれたとき、ただ人の役に立ちたいと決めたんだ。,"When it came down to it and I was selected, I decided that I just wanted to help. "
HF_163_It_s_risky.wav,何かの最初のバージョンを試すのはリスクがある。というのも、バグがまだ修正中だったり、粗削りな部分が残っていることが多いからね。,"It’s risky to try the first version of anything because the bugs are still being worked out, usually there’s some rough edges."
HF_164_What_was_t.wav,回復期はどんな感じだった？,What was the recovery process like? 
HF_165_They_were_.wav,彼らは、行き詰まりがあるだろうと予想していた,They were expecting there to be hang ups. 
HF_166_How_intent.wav,カーソルが実際に反応するために、どれくらい集中して考える必要があるんですか？カーソルに対してどれくらい細かい制御ができるんですか？,How intently do you  have to think about it in order for the cursor to actually react? And how fine grain is the control you have over a cursor now.
HF_167_How_does_t.wav,このインプラントは、過去に人々が同じようなことをするために使ってきた他のものと比べて、どうなんですか？,How does this implant stack up to other things that people have been using to do similar things in the past.
HF_168_A_few_week.wav,数週間経った頃、カーソルの制御が効かなくなり始めたんだ。カーソルが勝手に漂い出して、右に動かしたいのに左に行ったり、下に動かせなかったりした,"A few weeks in, I just started losing control of the cursor is what it comes down to. It would start drifting on me, I would want it to go right and it would go left, I could not get it to go down."
HF_169_It_s_on_a_.wav,それは、彼らが予想していたものの3倍の規模なんだよ。,It’s on a scale of 3x what they were expecting.
HF_170_I_was_stil.wav,麻酔でそれなりに意識がもうろうとしていた,I was still pretty drugged up on anesthesia.
HF_171_Do_you_get.wav,ワクワクする？それとも、「ちょっと待って、今の科学で可能な範囲にとどめようよ」って言う感じ？,"Do you get excited or do you say, like, hey, wait a minute, let’s stick to what the science is capable of now？"
HF_172_Maybe_I_fa.wav,多分それに届かなくいと思うけど、全力を尽くさなかったら後悔するだろうね,"Maybe I fall short of that, but I’ll be damned if I don’t give it my all."
HF_173_My_hats_of.wav,あなたが快く手を挙げていることに、本当に敬意を表します。, My hats off to you for just being willing to put your hand up for it.
HF_174_Candidly__.wav,正直なところ、この記事をいくつか読んではみたけど、もっと知りたいんだ。というのも、スカーレット・ヨハンソンのフィルモグラフィーを調べ終わった後では、あまり時間が残っていなかったからね,"Candidly, while I read some coverage of this, I want to learn so much more because I only had so much time left over after I finished researching the filmography of Scarlett Johansson."
HF_175_I_would_sa.wav,OpenAIへの出資と自社のAIプロジェクトの間で、彼らはこの世界で間違いなく大きなプレイヤーだと、私は思う,"I would say between their stake in OpenAI and all of their own A.I. projects, they’re just a major player in this world."
HF_176_Just_set_t.wav,少し状況を説明してくれる?,Just set the scene for us a little bit. 
HF_177_If_you_ve_.wav,もし、FBI捜査官が自分のコンピュータの中に住んでいたらどんな感じだろうとずっと思っていたなら、今それが実現できるってこと。,"If you’ve always wondered what it would be like to have an F.B.I. agent living inside your computer, you can now have that."
HF_178_It_s_kind_.wav,良い一本を見つけるために、どれだけ多くのワイドレッグジーンズを試さないといけないかを考えると、ちょっと屈辱的だよね。,It’s kind of mortifying to think about how many wide legged jeans you need to find to find a good pair.
HF_179_We_re_not_.wav,それにおいて私たちは孤独じゃない,We’re not alone in that. 
HF_180_These_new_.wav,これらの新しいNPU（ニューラル・プロセッシング・ユニット）は、基本的にこれらのラップトップの性能をAppleの領域に押し上げています,"These new N.P.U.s, do propel the performance of these laptops basically in the realm of Apple now."
HF_181_It_is_rare.wav,この番組で同じ会社について2回連続で話すことは珍しい。しかし、DeepSeekに起こっていることは、ますます興味深く、そしてますます混乱していると言ってもいいだろう。,It is rare that we spend two consecutive episodes of this show talking about the same company. But I think it is fair to say that what is happening with DeepSeek has only gotten more interesting.
HF_182_Some_peopl.wav,一部の人々は、これはAI業界にとっての「スプートニク・モーメント」だと言っていて、すべての国が一斉に注目し、AIの軍拡競争に関心を持ち始める瞬間だということです。ChatGPTの公開以来、AI業界で最も重要な出来事だと言う人もいます。でも、ケイシー、この2日前に緊急ポッドキャストを収録して以来、何が起こったのか教えてくれませんか？,"Some people are calling this a Sputnik moment for the AI industry, when every nation perks up and starts paying attention at the same time to the AI arms race. Some people are saying this is the biggest thing to happen in AI since the release of ChatGPT. But Casey, why don’t you just catch us up on what has been happening since we recorded our emergency podcast episode just two days ago.  "
HF_183_Well__I_wo.wav,ここ最近の状況を簡単に伝えると、たぶん3つの話があると思います。ひとつ目は、市場調査会社によると、DeepSeekは最近iOSで190万回、Google Playストアで約120万回ダウンロードされたということです。,"Well, I would say that there have probably been three stories that I would share to give you a quick flavor of what’s been going on. One, a market research firm says DeepSeek was downloaded 1.9 million times on iOS in recent days and about 1.2 million times on the Google Play Store.  "
HF_184_We_are_bri.wav,今日は本腰を入れて議論を進めます。株式市場やアメリカのAI企業の反応ではなく、DeepSeekに関するより本質的な問いに焦点を当てた話をしたいからです。それはつまり、中国はDeepSeekやAI全般に関して何をしようとしているのかということです。さらに、アメリカ人がこの中国製AIアプリに熱中しているという事実が持つ地政学的な意味とは何か？ そして、それはDeepSeekのアメリカでの展望にどのような影響を与えるのか？,"We are bringing in the big guns today because we wanted to have a more focused discussion about DeepSeek that is not about the stock market or how the American AI companies are reacting to this, but is about one of the biggest sets of questions that all of this raises, which is, what is China up to with DeepSeek and AI more broadly? What are the geopolitical implications of the fact that Americans are now obsessing over this Chinese-made AI app? What does it mean for DeepSeek’s prospects in America?  "
HF_185_Jordan_has.wav,ジョーダンはこの会社を長い間追いかけています。彼のニュースレター兼ポッドキャスト「ChinaTalk」の大きなテーマの一つは、中国で何が起きているのかを文字通り英語に翻訳し、それを西洋の視聴者向けに分かりやすく伝え、最新の動向を追い続けることです。だからこそ、今週のエピソードにぴったりのゲストであり、この対談をとても楽しみにしています。,"Jordan has been following this company for a long time. And a big focus of “ChinaTalk,” his newsletter and podcast, has been translating, literally, what is going on in China into English, making sense of it for a Western audience, and keeping tabs on all the developments there. So perfect guest for the week’s episode, and I’m very excited for this conversation.  "
HF_186_I_have_lea.wav,最近、DeepSeekについて勉強する中で「ChinaTalk」から多くのことを学びました。だからこそ、ジョーダンが来てくれてとても楽しみです。では、彼を迎えましょう。,I have learned a lot from “ChinaTalk” in recent days as I’ve been boning up on DeepSeek. So we’re excited to have Jordan here. And let’s bring him in. 
HF_187_I_want_to_.wav,DeepSeekについて、そして彼らが実際に何をしたのかを話したいと思います。でもその前に、まず中国のAIエコシステムの基本的な状況を教えてもらえますか？というのも、ケイシーも私もあまりその分野を詳しく見てきたわけではないので。,"I want to talk about DeepSeek and what they have actually done here. But I’m hoping, first, that you can give us the basic lay of the land of the Chinese AI ecosystem, because that’s not an area where Casey or I have spent a lot of time looking.  "
HF_188_And_what_i.wav,そして注目すべきことは、大企業が本当のブレークスルーを生むこの種の研究協力を促進するための適切な組織的・制度的構造をうまく作り出せていないということだ。,And what is remarkable is the big organizations can’t quite get their head around creating the right organizational institutional structure to incentivize this type of collaboration in research that leads to real breakthroughs.  
HF_189_And_the_go.wav,そして、政府は過去数年間には本当にしてこなかった方法で注意を払い始めるでしょう。,And the government’s going to start to pay attention in a way which it really hasn’t over the past few years.  
HF_190_Right__And.wav,そうですね。そこをもう少し掘り下げたいのですが、西側の多くの人が中国のテクノロジー企業について知っていることの一つは、それらの多くが中国政府と密接に結びついており、中国の法律の下で政府がユーザーデータにアクセスできること、そしてこれらの企業が中国の検閲ガイドラインに従わなければならないということです。,"Right. And I want to drill down a little bit there, because I think one thing that most listeners in the West do know about Chinese tech companies is that many of them are inextricably linked to the Chinese government, that the Chinese government has access to user data under Chinese law, that these companies have to follow the Chinese censorship guidelines.  "
HF_191_And_it_jus.wav,それは全く実行しようとしなかった。そして、人々はそれを見て、「ああ、これは他のすべての中国企業と同じで、中国の支配政党と密接な関係を持っている」と思ったのだ。,"And it just of wouldn’t do it at all. And so people, I think, saw that and said, oh, this is like every other Chinese company that has this hand-in-glove relationship with the Chinese ruling party.  "
HF_192_But_DeepSe.wav,しかし、これまでのところ、DeepSeekは目立たない存在だった。だが、それももはや過去のことだ。そして、彼らを取り巻く状況は大きく変わろうとしている。,"But DeepSeek, thus far, has flown under the radar. But that is no longer the case. And things are about to change for them."
HF_193_Is_the_ope.wav,DeepSeek がここで行ったことのオープンソースの性質が、彼らと中国政府の間に対立が生じる可能性がある理由の一つだと思いますか？,Is the open-source nature of what DeepSeek has done here part of the reason that you think there might be conflict looming between them and the Chinese government?  
HF_194_This_is_so.wav,これはある程度解決された問題であり、中国と西洋のモデルの長期的な競争力について議論する際には、やや的外れな点もある。,This is sort of a solved problem and a bit of a red herring when talking about long-term competitiveness of Chinese and Western models.  
HF_195_So_there_h.wav,イーロン・マスクや他のアメリカの著名なテクノロジー関係者を含む一部の人々が、「DeepSeekは密かに密輸した禁止されたチップを隠し持っており、実際には彼らが公言しているカークランド・シグネチャーのチップでやりくりしているわけではない」と発言している。,"So there have been some people, including Elon Musk and other American tech luminaries, who have said, oh, well, DeepSeek has this sort of secret stash of these banned chips that they have smuggled into the country, and that actually they are not making do with the Kirkland Signature chips that they say they are.  "
HF_196_But_the_re.wav,しかし、本当の長期的な競争は、モデルの開発だけでなく、それを展開し、大規模に展開することにある。,"But the real long-term competition is not just going to be on developing the models, but deploying them, and deploying them at scale.  "
HF_197_It_s_one_t.wav,アメリカにあるモデルと同程度の能力を持つモデルを持つことと、実際に誰もが好きなだけそれを使えるだけのエネルギーを持つことは別の話です。,It’s one thing to have a model that is about as capable as the models that we have here in the United States. It’s another thing to have the energy to actually let everyone use them as much as they want to use them.  
HF_198_Like_for_m.wav,私にとって、アメリカがこの競争に負けていると思う決定的な瞬間は、中国がバーチャルな同僚や本当に驚異的なエージェントなど、技術の飛躍的進歩を最初に成し遂げたときです。それは「私たちはすぐに追いつき、より効率的に何かを見つけ出した」ということとは異なります。ジョーダン、あなたは違う見方をしていますか？,"Like for me, what would tip me over into oh, my gosh, America is losing this race, is China is the first one out of the gate with a virtual coworker, or like a truly phenomenal agent, some sort of leap forward in the technology as opposed to, we’ve caught up really quickly, and we’ve figured out something more efficiently. Jordan, are you seeing it differently than that?"
HF_199_And_then_j.wav,そして先週、OpenAIはAIエージェントの初版となる「Operator」を発表しました。  ,"And then just last week, OpenAI announced that it was launching Operator, which is its first version of an AI agent.  "
HF_200_And_unlike.wav,AnthropicやGoogleのものとは異なり、開発者であるか初期のテストプログラムに参加していなければアクセスできなかったのに対し、私たちはChatGPTの月額200ドルのProサブスクリプションにアップグレードするだけで試すことができます。,"And unlike Anthropic and Google’s, which you either had to be a developer or part of some early testing program to access, you and I could try it for ourselves by just upgrading to the $200-a-month Pro subscription of ChatGPT.  "
HF_201_Go_pull_al.wav,過去数年間の最も関連性の高い情報をすべて集めて、それを基にコラムが書けるような形で整理してくれ。それくらいなら、月200ドル払う価値は間違いなくあるよ。,"Go pull all of the most relevant information about this from the past couple of years, and maybe organize it in such a way that I might write a column based off of it. Like, yeah, that’s absolutely worth $200 a month to me.  "
HF_202_OK__So_Cas.wav,OK、じゃあケイシー、実際にオペレーターに頼んだことと、それが自律的に行ったことを説明してくれる？,"OK. So Casey, walk me through something that you actually asked Operator to do for you and what it did autonomously on its own.  "
HF_203_As_best_as.wav,私の知る限り、これが起こった理由は、Instacartがデフォルトで地元の食料品店を検索するようになっているからです。  ,"As best as I can tell, the reason it did this is that Instacart defaults to searching for grocery stores in the local area.  "
HF_204_And_the_se.wav,そして、このOperatorのインスタンスが動作していたサーバーはアイオワにありました。,And the server that this instance of Operator was running on was in Iowa.  
HF_205_Yes__I_had.wav,はい。私はまだいくつかの作業をする必要があり、ブラウザを操作してクレジットカード番号を入力しました。ドメイン名の登録のために住所の詳細を入力する必要がありました。また、このウェブサイトで利用可能なさまざまなホスティングプランの中から選ぶ必要がありました。しかし、作業の90%は自動で行われ、私は最後の部分だけを引き継いで行えばよかったのです。,Yes. I had to still do things take over the browser and enter my credit card number. I had to give it some details about my address for the registration for the domain name. I had to pick between the various hosting plans that were available on this website. But it did 90 percent of the work for me. And I just had to take over and do the last mile.  
HF_206_OK__So_if_.wav,OK。つまり、1か月ずっと稼働させていれば、おそらくOperator Proの費用をまかなうための200ドルをなんとか捻出できるかもしれませんね？,"OK. So if you had it going all month, presumably you could maybe eke out the $200 to cover the cost of Operator Pro?  "
HF_207_This_is_a_.wav,これは私にとって難問です。つまり、これらのアプリが偏ったことを吐き出すことがあるのは分かっています。,"This is a head-scratcher for me. I mean, we know that these apps can spit out biased things.  "
HF_208_Yeah__And_.wav,ええ。そして彼らは一緒に夜遅くまで働き、一部の人は文字通りオフィスで寝泊まりしているとも報じられています。連邦政府を縮小するために、ほぼ24時間体制で働いているのです。,"Yeah. And together, they’ve been pulling late nights, some of them reportedly literally sleeping in their offices, so that they can work basically around the clock to shrink the federal government.  "
HF_209_And_what_i.wav,そして、連邦政府で起きていることは、ツイッターよりもはるかに重要であるにもかかわらず、非常に似た形で展開している。,"And what is happening at the federal government, while it is infinitely more important than Twitter, is unfolding in a very similar fashion.  "
HF_210_And_he_s_j.wav,彼はワシントンの動向や、人々がイーロン・マスクの大規模な侵攻にどう反応しているかを的確に把握している。,And he’s just really got a feel for the pulse of Washington and how people are reacting to Elon Musk’s big invasion.  
HF_211_So__Jonath.wav,ジョナサン、ワシントンの様子を教えてください。イーロン・マスクとシリコンバレーのプログラマーたちが動き回り、連邦政府を削減しようとしている中、現地の雰囲気はどうなっていますか？,"So, Jonathan, give us the view from Washington. What is the vibe on the ground as Elon Musk and his band of Silicon Valley programmers move around, trying to cull the federal government?  "
HF_212_They_have_.wav,彼らは標的にされていますが、他の多くの機関も同様です。,"They have found themselves in the crosshairs, but so have a bunch of other agencies.  "
HF_213_They_have_.wav,彼らは標的にされていますが、他の多くの機関も同様です。,"They have found themselves in the crosshairs, but so have a bunch of other agencies.  "
HF_214_Well__this.wav,まあ、これは少し分かりにくいですね。そして、素晴らしい同僚たちに敬意を表したいと思います。,"Well, this is a little opaque to me. And I have to give credit to my wonderful colleagues.  "
HF_215_As_far_as_.wav,私が元当局者と話した限りでは、政治任命者がこれへのアクセスを求めた例は聞いたことがなく、ましてやアクセスが許可された例はありません。現在、彼らは「閲覧のみのアクセス」だと主張しており、つまり支払いを変更することはできないと言っています。しかし、それでも異例と見なされています。,"As far as I know from talking to former officials, they’ve never heard of a situation where a political appointee has requested access to this, let alone be granted access to it. Now they are insisting to us that it is, quote, unquote, read-only access, meaning they can’t alter payments. But even that is considered extraordinary.  "
HF_216_There_s_th.wav,この説が広まっていて、あなたの意見を聞きたいのですが、一部はただの陽動や戦術に過ぎないというものです。つまり、DOGEの人たちは、自分たちのしていることのすべてが合法ではないと分かっているし、そのすべてがトランプや議会の承認を得られるわけではないと認識しているというのです。,"There’s this theory floating around that I want to get your take on, that some of this is just a diversion or a tactic, that, basically, the DOGE folks, they know that not all the things they’re doing are legal. They know that not all of it will end up passing muster with Trump or with Congress.  "
HF_217_And_so_we_.wav,そして、彼がTwitterの従業員に対して行った扱いが、現在連邦政府の労働者に対して行っている扱いにも強く反映されているのがわかります。,And so we’re seeing so much of the way he treated Twitter employees reflected in the way that he’s now treating the workforce of the federal government.  
HF_218_I_credit_m.wav,これについては同僚のケイト・コンガーとライアン・マックの功績です。しかし、これは私たちのマスクに関する大きな記事の中で取り上げたことです。ええ。私たちの理解では、マスクの支持者たちは人工知能ツールを政府のシステムに導入しようとしています。そして、その目的は契約を評価し、削減を提案することだと言われています。,"I credit my colleagues for this, Kate Conger and Ryan Mac. But this was in our big story on Musk. Yes. So as we understand it, Musk’s allies aim to inject artificial intelligence tools into government systems. And the point, supposedly, is to use them to assess contracts and recommend cuts.  "
HF_219_I_credit_m.wav,これについては、同僚のケイト・コンガーとライアン・マックの功績です。しかし、これは私たちのマスクに関する大きな記事の中で取り上げました。そうです。私たちの理解では、マスクの支持者たちは人工知能ツールを政府のシステムに導入しようとしています。そして、その目的は契約を評価し、削減を提案することだと言われています。,"I credit my colleagues for this, Kate Conger and Ryan Mac. But this was in our big story on Musk. Yes. So as we understand it, Musk’s allies aim to inject artificial intelligence tools into government systems. And the point, supposedly, is to use them to assess contracts and recommend cuts.  "
HF_220_So_often_o.wav,この番組では、毎週のように皆さんに向けて、テクノロジーが生み出す課題や私たちが懸念していることをお伝えしていますが、感謝祭のエピソードを迎えるにあたって、ケビン、あなたと私は「今日はただ祝おう」と話し合いました。,"So often on this show, we come to you week after week, and we tell you about the challenges that technology is creating, the things that we’re worried about, but when it came time for our Thanksgiving episode, Kevin, you and I said to each other, maybe we could just celebrate today.  "
HF_221_I_am_going.wav,「Hard Fork」でこれをパクろうと思っている。  ,I am going to rip this off at “Hard Fork.”  
HF_222_It_was_suc.wav,すごくいいアイデアだったし、とても楽しかった。  ,"It was such a good idea, and it was so fun.  "
HF_223_And_I_thou.wav,それに、人類の誕生以来、驚くべき技術がたくさん生まれてきたと思った。  ,"And I thought, there has been so much incredible technology since the dawn of mankind. "
HF_224_And_frankl.wav,正直なところ、ケビン、僕たちの番組ではそのごく一部しか話していないよね。,"And frankly, Kevin, we’ve talked about very little of it on our show.  "
HF_225_It_means_t.wav,つまり、それは景観の中で確固たる位置を築いたものであり、私たちが行ったように、過去数千年の地球上の技術を総括するリストを作成するならば、これがそのリストに含まれるべきものである。,"It means that it has earned a place in the landscape as something where if you are putting together a list, as we did, of the technologies that really sum up the past few thousand years on Earth, this belongs on that list.  "
HF_226_That_s_rig.wav,そのとおりです。私たちはこれを素早く終わらせるつもりです。感謝祭の週末で予定があることは承知しています。ですので、慎重かつ迅速に進めていきます。,That’s right. We are going to try to get through these quickly. We know you have places to be on Thanksgiving weekend. So we’re going to do this very judiciously and expeditiously.  
HF_227_And_many_p.wav,多くの人々が広大な水域を泳いで渡ろうとして命を落としました。 そして彼らは気づきました。「待てよ、船を作って水を渡ればいいんじゃないか」と。,"And many people died trying to swim across large bodies of water. And then they figured out, wait a minute, we could make a craft to carry us across the water.  "
HF_228_Well__it_s.wav,ペッセ・カヌーと呼ばれていると考えられており、1955年にオランダで発見されました。約1万年前のものと考えられています。驚くべきことです。驚くべきことです。,"Well, it’s believed to be called the Pesse canoe, and it was discovered in 1955 in the Netherlands. It’s believed to be about 10,000 years old. Amazing. Amazing.  "
HF_229_Some_peopl.wav,一部の人々は、彼らが今後数年で復活する準備をしているかもしれないと考えています。,Some people think that they might be primed for a comeback in the coming years.  
HF_230_And_it_may.wav,また、スピニング・ジェニーの影響でイギリスの布の価格が下がり、安価な輸入品がアメリカ市場にあふれたことで、アメリカの商人たちを激怒させ、アメリカ独立戦争の一因となった可能性もある。,"And it may have also contributed to the American Revolutionary War because the spinning jenny caused the price of British cloth to fall, which flooded the US market with cheap imports and made American merchants very mad.  "
HF_231_6_second_l.wav,現在も続く短尺動画時代の幕開けとなった6秒間のループクリップ。,6 second looping clips that set the stage for the short-form video era that we still live in to this very day.  
HF_232_Because_th.wav,このせいで私は生地まみれよ。でもお金の話じゃなくて、クッキーやケーキ、パイを焼くための生地なの。聞いてちょうだい。,"Because this thing has me rolling in dough and not the money kind. It’s the kind that I’m using to bake cookies, cakes, pies. And let me tell you something.  "
HF_233_Translate_.wav,TranslateとZoomが登場し、本当に状況を一変させた。,Translate And Zoom came along and really changed the game.  
HF_234_It_s_a_lan.wav,それは対照的なものが共存する土地です。,It’s a land of contrasts.  
HF_235_And_then_a.wav,そして、リーナス・トーバルズが現れました。彼はこのオープンソースのオペレーティングシステムを作り、それを実際に無料で提供しました。そして、これによって多くの革新が生まれ、私たちは今でも人々がそれを基に構築し続けているのを目にしています。,"And then along came Linus Torvalds, Kevin, and he built this open-source operating system, and he actually gave it away for free. And this enabled so much innovation that we continue to see people build on to this very day.  "
HF_236_The_two_ot.wav,彼が提案したもう二つの名前は、オーディオブログとゲリラメディアだった。だから、もしそれらが定着していたら、今ごろこのポッドキャストをゲリラ的にやっていたかもしれないね。,"The two other names he suggested were audioblogging and guerilla media. So if those had taken off, you could be guerilla-ing this podcast right now.  "
HF_237_Oh__my_gos.wav,なんてことなの！昔はタイプライターで文字を打つだけで、すべての文字が同じ見た目だったなんて想像できる？そこにフォントが登場したんだよ、ケビン。,"Oh, my gosh, can you imagine there was a time when you would be just typing on your typewriter, and all the letters just looked one way? Along came fonts, Kevin.  "
HF_238_It_kicked_.wav,それは電子タバコやベイプの革命を引き起こし、多くの予期せぬ結果をもたらし、一世代全体をニコチンに依存させた。しかし、一方で一部の人々がタバコを吸うのを防いだ可能性もあり、タバコの使用率は低下している。,"It kicked off the e-cigarette or vaping revolution, which has had many unintended consequences and has hooked an entire generation on nicotine, but has also probably saved some people from smoking tobacco, and tobacco use has been falling.  "
HF_239_But_screws.wav,でも、ネジは本当に重要です。なぜなら、標準化されることで、突然、部品の互換性が生まれたからです。,"But screws, seriously, are important, because once they became standardized, all of a sudden, you could have interchangeable parts.  "
HF_240_Every_day_.wav,毎日、次から次へと届く荷物。多くの人にとって—そしてパンデミックがそれを大いに示したように—Amazon Primeは生活を楽にしてくれる。,"Every day, package after package. I think, for many of us — and did the pandemic illustrate this in a big way — Amazon Prime just makes life easier for people.  "
HF_241_I_would_pu.wav,これはMicrosoft Excelのカテゴリに入ると思う。極めて退屈だが、これなしでは世界が機能しなくなる技術だ。,"I would put this in the category of Microsoft Excel, extremely boring technology without which the world would cease to function.  "
HF_242_Here_s_why.wav,理由はこれです。ドルビーサラウンドサウンドが登場する前は、映画の音はそれほどかっこよくなかったんです。映画を観に行くという体験は、席に座って、大きなドルビーのロゴが出て、すごく大きな音が鳴って、それがかっこよく聞こえて、「スター・ウォーズ」は家で観るよりもずっといい音で楽しめると分かる、そういうものなんです。,"Here’s why. Because before Dolby surround sound, movies didn’t sound as cool. The whole experience of going to a movie is, you sit in the seat, and then you see the big Dolby thing, and they play the really loud noise, and it sounds cool, and you know that “Star Wars” is going to sound much better here than it’s going to sound at your house.  "
HF_243_We_would_a.wav,もしGPSがなければ、私たちは皆同時に迷ってしまうでしょう。,We would all be lost simultaneously if it weren’t for GPS.  
HF_244_For_more_o.wav,それについてもっと知りたいなら、聖書を読んでください。,"For more on that, you can read the Bible.  "
HF_245_Teslas_are.wav,テスラはとてもかっこいい車であり、この国の電気自動車革命を促進した功績があることは確かだ。,"Teslas are very cool cars, and they do deserve credit for catalyzing the electric car revolution in this country.  "
HF_246_And_if_we_.wav,もし過去に戻って火薬をなくし、剣を主体とした戦闘の世界に移行できるなら、私は賛成する。,"And if we could go back in time and get rid of the gunpowder and transition to a more swords-based combat universe, I’d be in favor of it.  "
HF_247_They_are_e.wav,視力が悪い人にとって、それは生活に欠かせないものです。,They are essential to life if you are a person with bad vision.  
HF_248_Slack_prom.wav,Slackはメールを置き換えて私たちの生活をより良くすると約束しましたが、実際にはメールに加えてやることを増やしただけで、むしろ悪化しました。,"Slack promised that it would replace email and make our lives better, and instead, it just gave us something in addition to do to email, and it was worse.  "
HF_249_And_that_c.wav,それが多くの摩擦を生み、時間とエネルギーを大量に消費しました。,And that caused a lot of friction and took a lot of time and energy.  
HF_250_Good_luck_.wav,これなしで人間の細胞を見るのは難しいでしょう。,Good luck seeing the human cell without one of these.  
HF_251_You_had_to.wav,おい、牛が欲しいんだけど、それってヤギ何匹分になるかな？,"You had to say, hey, I want a cow. About how many goats will that run me?  "
HF_252_It_s_such_.wav,祖先のように家畜で支払われるのではなく、お金で支払われるのは本当に安心する。,It’s such a relief to be paid in money and not in livestock the way our ancestors were.  
HF_253_Having_to_.wav,トップ8の友達を選ばな,"Having to pick your top eight friends and then watching them all jockey for position in your life so that they could be on your profile page, all of the fights that that started. Some of the first influencers and creators became popular on Myspace.  "
HF_254_Yes__And_t.wav,はい。そして私にとって、AlphaFoldは「AIはただの誇大広告だ」と言われたときに持ち出す例です。私はこう言います、「それならAlphaFoldを直視すべきだ。すでに成し遂げたこと、これから成し遂げようとしていることを考えれば、それがいかに驚異的であるかが分かるはずだ」と。,"Yes. And to me, AlphaFold is the thing that I go to when people say, AI is all hype. I say, then you need to reckon with AlphaFold, the things that it has already done, the things that it is about to do, because I think that it’s incredible.  "
HF_255_You_could_.wav,カセットテープに録音して、後にはCDにもできて、街を歩き回ることができた。まさにパーソナルテクノロジー革命の始まりだったと言えるだろう。,"You could put it on a cassette tape, later, a CD, walk around town, and the world was your oyster. It was really the start of the personal technology revolution, I would say.  "
